Win, FirstBlood, firstTower, firstTowerAssist, Kills, Assists, Deaths, GoldEarned, GoldSpent, TotalDamageDealt, MagicDamageDealt, PhysicalDamageDealt, TotalDamageTaken, MinionsKilled, CrowdControl, WardsPlaced
0 , 0 , 0 , 0 , 0.257142857143 , 0.163636363636 , 0.0769230769231 , 0.203376499854 , 0.20979556568 , 0.186086409362 , 0.0116920871792 , 0.297500026675 , 0.226976407285 , 0.250513347023 , 0.131016042781 , 0.333333333333 , 
0 , 0 , 0 , 0 , 0.142857142857 , 0.236363636364 , 0.102564102564 , 0.183329675154 , 0.182243082422 , 0.204207797656 , 0.279876085838 , 0.146797409332 , 0.180687775938 , 0.172484599589 , 0.31550802139 , 0.0 , 
0 , 0 , 0 , 0 , 0.114285714286 , 0.2 , 0.384615384615 , 0.203504536143 , 0.196736120657 , 0.244376561319 , 0.108725429567 , 0.384476264658 , 0.196238042678 , 0.244353182752 , 0.0 , 0.333333333333 , 
1 , 1 , 1 , 0 , 0.886363636364 , 0.047619047619 , 0.125 , 0.44100254635 , 0.413489568448 , 0.757813559908 , 0.0 , 0.844267181083 , 0.283816583097 , 0.640211640212 , 0.711538461538 , 0.5 , 
1 , 0 , 0 , 0 , 0.0 , 0.142857142857 , 0.125 , 0.126854521349 , 0.138239496999 , 0.0505111500677 , 0.0746991037132 , 0.0481396832624 , 0.185887653514 , 0.103174603175 , 0.110576923077 , 0.5 , 
1 , 0 , 0 , 0 , 0.0454545454545 , 0.333333333333 , 0.25 , 0.147898735243 , 0.155187196342 , 0.0559165986109 , 0.332240717029 , 0.0240982982917 , 0.198662887872 , 0.0793650793651 , 0.0432692307692 , 0.0 , 
1 , 0 , 0 , 0 , 0.0 , 0.380952380952 , 0.375 , 0.139438961258 , 0.147899399829 , 0.0682890106061 , 0.404635083227 , 0.0295619771089 , 0.192936559843 , 0.0767195767196 , 0.134615384615 , 0.0 , 
1 , 0 , 0 , 0 , 0.0681818181818 , 0.0952380952381 , 0.125 , 0.1448052358 , 0.145184338382 , 0.0674696808072 , 0.188425096031 , 0.0539328602538 , 0.138696315675 , 0.100529100529 , 0.0 , 0.0 , 
0 , 0 , 0 , 0 , 0.5 , 0.2 , 0.159090909091 , 0.228374967997 , 0.235638921454 , 0.272495364667 , 0.452948896616 , 0.122636464115 , 0.215887817141 , 0.225255972696 , 0.453947368421 , 0.0 , 
0 , 0 , 0 , 0 , 0.125 , 0.0 , 0.204545454545 , 0.184155663655 , 0.193434935522 , 0.264338422867 , 0.118781203913 , 0.400579965059 , 0.217296343181 , 0.18771331058 , 0.368421052632 , 0.0 , 
0 , 0 , 0 , 0 , 0.25 , 0.2 , 0.340909090909 , 0.212647671994 , 0.200859710825 , 0.193806697279 , 0.237467696762 , 0.161605837681 , 0.239244388183 , 0.238907849829 , 0.0592105263158 , 0.5 , 
0 , 0 , 0 , 0 , 0.0 , 0.4 , 0.181818181818 , 0.178084195896 , 0.179953106682 , 0.121812819651 , 0.0105399883641 , 0.191685582877 , 0.20360333054 , 0.146757679181 , 0.118421052632 , 0.0 , 
0 , 0 , 0 , 0 , 0.125 , 0.2 , 0.113636363636 , 0.196737500457 , 0.190113325518 , 0.147546695536 , 0.180262214345 , 0.123492150268 , 0.123968120955 , 0.201365187713 , 0.0 , 0.5 , 
1 , 1 , 0 , 0 , 0.477272727273 , 0.119402985075 , 0.216216216216 , 0.255914065014 , 0.303343052629 , 0.380465342316 , 0.386166642727 , 0.365752925254 , 0.256245639585 , 0.317919075145 , 0.0211254081045 , 0.0 , 
1 , 0 , 0 , 0 , 0.295454545455 , 0.164179104478 , 0.189189189189 , 0.199308014162 , 0.176145385259 , 0.126583924694 , 0.0367131086534 , 0.299222429197 , 0.191400784589 , 0.163776493256 , 0.0639523718072 , 1.0 , 
1 , 0 , 0 , 0 , 0.0454545454545 , 0.328358208955 , 0.324324324324 , 0.193863319386 , 0.1896706025 , 0.0761584361048 , 0.0527793374509 , 0.121330010637 , 0.173833314907 , 0.121387283237 , 0.0176685231419 , 0.0 , 
1 , 0 , 0 , 0 , 0.136363636364 , 0.223880597015 , 0.189189189189 , 0.187949254372 , 0.177256849216 , 0.213952397983 , 0.262797226539 , 0.121864372075 , 0.200424699679 , 0.206165703276 , 0.428845784521 , 0.0 , 
1 , 0 , 0 , 0 , 0.0454545454545 , 0.164179104478 , 0.0810810810811 , 0.162965347066 , 0.153584110396 , 0.202839898903 , 0.26154368463 , 0.0918302628359 , 0.17809556124 , 0.190751445087 , 0.468407912426 , 0.0 , 
0 , 0 , 0 , 0 , 0.108108108108 , 0.233766233766 , 0.25 , 0.185199471016 , 0.201472235558 , 0.112784534552 , 0.16215981247 , 0.0766371060674 , 0.219099314263 , 0.109305760709 , 0.0335811544566 , 0.222222222222 , 
0 , 0 , 0 , 0 , 0.324324324324 , 0.116883116883 , 0.318181818182 , 0.203273087944 , 0.193630980957 , 0.246580969745 , 0.403903865226 , 0.0894032767173 , 0.15115887749 , 0.21270310192 , 0.0204661264723 , 0.666666666667 , 
0 , 0 , 0 , 0 , 0.0810810810811 , 0.272727272727 , 0.181818181818 , 0.173021820586 , 0.198911825892 , 0.115024655174 , 0.157391069152 , 0.0864505569751 , 0.238647342995 , 0.138847858198 , 0.278339320023 , 0.0 , 
0 , 0 , 0 , 0 , 0.27027027027 , 0.181818181818 , 0.136363636364 , 0.253636764382 , 0.223715794527 , 0.331624010524 , 0.0386297188341 , 0.679883761712 , 0.175574010747 , 0.38552437223 , 0.0804444073177 , 0.0 , 
0 , 0 , 0 , 0 , 0.216216216216 , 0.194805194805 , 0.113636363636 , 0.184868856072 , 0.182269163066 , 0.193985830006 , 0.237915534318 , 0.0676252985287 , 0.215520454504 , 0.153618906942 , 0.58716899173 , 0.111111111111 , 
1 , 1 , 1 , 0 , 0.705882352941 , 0.130434782609 , 0.125 , 0.319086101965 , 0.284939706775 , 0.544443265642 , 0.594533807257 , 0.534088846916 , 0.261088979515 , 0.352631578947 , 0.480211081794 , 1.0 , 
1 , 0 , 0 , 0 , 0.0 , 0.188405797101 , 0.3125 , 0.157218397685 , 0.169168040253 , 0.063873737815 , 0.141052673856 , 0.049797233487 , 0.153120030232 , 0.123684210526 , 0.0149516270888 , 0.0 , 
1 , 0 , 0 , 0 , 0.156862745098 , 0.304347826087 , 0.0625 , 0.197964681233 , 0.211026286111 , 0.108685205756 , 0.17197823162 , 0.0972797807529 , 0.210143444236 , 0.139473684211 , 0.211961301671 , 0.0 , 
1 , 0 , 0 , 0 , 0.117647058824 , 0.202898550725 , 0.25 , 0.196448169211 , 0.199748416761 , 0.244567455909 , 0.0162258770609 , 0.28727663278 , 0.140861925081 , 0.339473684211 , 0.0149516270888 , 0.0 , 
1 , 0 , 0 , 0 , 0.0196078431373 , 0.173913043478 , 0.25 , 0.129282649905 , 0.1351175501 , 0.0384303348769 , 0.0762094102054 , 0.0315575060645 , 0.234785620936 , 0.0447368421053 , 0.277924362357 , 0.0 , 
0 , 0 , 0 , 0 , 0.2 , 0.272727272727 , 0.156862745098 , 0.202131297014 , 0.165686881188 , 0.196474771788 , 0.248706392923 , 0.123573833136 , 0.182409128972 , 0.167701863354 , 0.004914004914 , 0.0 , 
0 , 0 , 0 , 0 , 0.2 , 0.136363636364 , 0.294117647059 , 0.18808411215 , 0.200495049505 , 0.161932191552 , 0.193167957064 , 0.118587935584 , 0.236023390153 , 0.17701863354 , 0.452088452088 , 0.2 , 
0 , 0 , 0 , 0 , 0.333333333333 , 0.136363636364 , 0.0980392156863 , 0.236608160474 , 0.242574257426 , 0.33437097507 , 0.454771901442 , 0.165653716677 , 0.160487957194 , 0.316770186335 , 0.0565110565111 , 0.0 , 
0 , 0 , 0 , 0 , 0.266666666667 , 0.181818181818 , 0.176470588235 , 0.196375655345 , 0.207456683168 , 0.209756335685 , 0.0 , 0.502502047129 , 0.215088635622 , 0.229813664596 , 0.0 , 0.4 , 
0 , 0 , 0 , 0 , 0.0 , 0.272727272727 , 0.274509803922 , 0.176800775017 , 0.183787128713 , 0.0974657259049 , 0.103353748572 , 0.0896824674734 , 0.205990888059 , 0.108695652174 , 0.486486486486 , 0.4 , 
1 , 1 , 0 , 0 , 0.535211267606 , 0.179104477612 , 0.222222222222 , 0.314678519372 , 0.240164684355 , 0.508298945211 , 0.610160575646 , 0.32734823678 , 0.32481132681 , 0.443099273608 , 0.418972332016 , 0.0 , 
1 , 0 , 0 , 0 , 0.422535211268 , 0.388059701493 , 0.0555555555556 , 0.278238649655 , 0.437715532409 , 0.213918463637 , 0.203829702271 , 0.23699094612 , 0.264995277439 , 0.130750605327 , 0.560276679842 , 1.0 , 
1 , 0 , 0 , 0 , 0.0 , 0.10447761194 , 0.277777777778 , 0.124471396952 , 0.0932507565627 , 0.0799966333884 , 0.0592617052811 , 0.122572260421 , 0.1290130306 , 0.128329297821 , 0.00741106719368 , 0.0 , 
1 , 0 , 0 , 0 , 0.0281690140845 , 0.194029850746 , 0.333333333333 , 0.153749257706 , 0.123161376592 , 0.133790631413 , 0.125239020419 , 0.155585888435 , 0.143850125171 , 0.188861985472 , 0.00889328063241 , 0.0 , 
1 , 0 , 0 , 0 , 0.0140845070423 , 0.134328358209 , 0.111111111111 , 0.128862176315 , 0.105707650081 , 0.0639953263509 , 0.00150899638302 , 0.157502668245 , 0.137330239979 , 0.108958837772 , 0.00444664031621 , 0.0 , 
0 , 0 , 0 , 0 , 0.222222222222 , 0.24 , 0.0985915492958 , 0.220010341262 , 0.215436037679 , 0.306521525736 , 0.513557828288 , 0.0954962468724 , 0.163677468963 , 0.258687258687 , 0.748120300752 , 0.214285714286 , 
0 , 0 , 0 , 0 , 0.333333333333 , 0.12 , 0.267605633803 , 0.223457428473 , 0.224247948952 , 0.249913463078 , 0.0134451025804 , 0.490627606339 , 0.175172024001 , 0.239382239382 , 0.0601503759398 , 0.214285714286 , 
0 , 0 , 0 , 0 , 0.0555555555556 , 0.24 , 0.197183098592 , 0.185769274963 , 0.193254329991 , 0.226359921264 , 0.258521038716 , 0.193776063386 , 0.221689154109 , 0.262548262548 , 0.0488721804511 , 0.214285714286 , 
0 , 0 , 0 , 0 , 0.388888888889 , 0.16 , 0.154929577465 , 0.216994139952 , 0.206016408387 , 0.122856596697 , 0.0907954335841 , 0.155535863219 , 0.237869596935 , 0.162162162162 , 0.116541353383 , 0.214285714286 , 
0 , 0 , 0 , 0 , 0.0 , 0.24 , 0.281690140845 , 0.153768815351 , 0.161045274992 , 0.0943484932243 , 0.123680596831 , 0.0645642201835 , 0.201591755992 , 0.0772200772201 , 0.0263157894737 , 0.142857142857 , 
1 , 1 , 1 , 0 , 0.923076923077 , 0.111111111111 , 0.0 , 0.409977733008 , 0.388203572632 , 0.625618755504 , 0.16680651477 , 0.724351846704 , 0.306439361971 , 0.466292134831 , 0.578692493947 , 0.8 , 
1 , 0 , 0 , 0 , 0.0 , 0.222222222222 , 0.0 , 0.141183331566 , 0.142568250758 , 0.0809696620001 , 0.234987843973 , 0.0482200107485 , 0.169339184741 , 0.109550561798 , 0.222760290557 , 0.0 , 
1 , 0 , 0 , 0 , 0.0512820512821 , 0.222222222222 , 0.333333333333 , 0.152528894073 , 0.173643410853 , 0.0891083847065 , 0.00993997289098 , 0.106614036063 , 0.179255633387 , 0.137640449438 , 0.0 , 0.0 , 
1 , 0 , 0 , 0 , 0.025641025641 , 0.0 , 0.0 , 0.14502703849 , 0.142568250758 , 0.0768737283246 , 0.164461369651 , 0.0584079242416 , 0.197949194025 , 0.137640449438 , 0.147699757869 , 0.2 , 
1 , 0 , 0 , 0 , 0.0 , 0.444444444444 , 0.666666666667 , 0.151283002863 , 0.153016514998 , 0.127429469465 , 0.423804298716 , 0.0624061822427 , 0.147016625876 , 0.148876404494 , 0.0508474576271 , 0.0 , 
0 , 0 , 0 , 0 , 0.0 , 0.285714285714 , 0.230769230769 , 0.200608625363 , 0.191325845112 , 0.253630898548 , 0.465635193911 , 0.128508477824 , 0.191848730569 , 0.22869955157 , 0.808455565142 , 0.0 , 
0 , 0 , 0 , 0 , 0.333333333333 , 0.285714285714 , 0.230769230769 , 0.218249251106 , 0.236738861719 , 0.178796261815 , 0.0776549474447 , 0.267219082288 , 0.217567838721 , 0.22869955157 , 0.0664365832614 , 1.0 , 
0 , 0 , 0 , 0 , 0.0 , 0.285714285714 , 0.282051282051 , 0.194141980885 , 0.174934164562 , 0.163909134436 , 0.168992388547 , 0.176022607529 , 0.210592165056 , 0.233183856502 , 0.000862812769629 , 0.0 , 
0 , 0 , 0 , 0 , 0.333333333333 , 0.142857142857 , 0.153846153846 , 0.181208691931 , 0.196538936959 , 0.181739993971 , 0.0125498368974 , 0.318389373184 , 0.20541057328 , 0.0986547085202 , 0.0060396893874 , 0.0 , 
0 , 0 , 0 , 0 , 0.333333333333 , 0.0 , 0.102564102564 , 0.205791450716 , 0.200462191648 , 0.221923711231 , 0.2751676332 , 0.109860459176 , 0.174580692374 , 0.210762331839 , 0.118205349439 , 0.0 , 
1 , 1 , 1 , 0 , 0.833333333333 , 0.0666666666667 , 0.25 , 0.312166245809 , 0.355957689516 , 0.467427684405 , 0.628002762295 , 0.291542621879 , 0.157204502327 , 0.346715328467 , 0.629080118694 , 0.0 , 
1 , 0 , 0 , 0 , 0.0416666666667 , 0.3 , 0.0 , 0.175435691518 , 0.165275329254 , 0.0697344603341 , 0.0497361022049 , 0.0916409572025 , 0.210663131353 , 0.109489051095 , 0.0771513353116 , 0.2 , 
1 , 0 , 0 , 0 , 0.0416666666667 , 0.133333333333 , 0.0 , 0.172786355922 , 0.1560717619 , 0.182012511152 , 0.236758249889 , 0.122049264916 , 0.17042293795 , 0.18795620438 , 0.246290801187 , 0.4 , 
1 , 0 , 0 , 0 , 0.0 , 0.3 , 0.5 , 0.177484787018 , 0.162812402779 , 0.159579076568 , 0.0335914763479 , 0.29757781728 , 0.201629883803 , 0.215328467153 , 0.0 , 0.4 , 
1 , 0 , 0 , 0 , 0.0833333333333 , 0.2 , 0.25 , 0.162126919733 , 0.159882816551 , 0.121246267541 , 0.0519114092636 , 0.197189338722 , 0.260079544568 , 0.140510948905 , 0.0474777448071 , 0.0 , 
0 , 0 , 0 , 0 , 0.0 , 0.285714285714 , 0.0833333333333 , 0.187468671679 , 0.168781005037 , 0.185113650226 , 0.0136444653869 , 0.353992211304 , 0.159161035221 , 0.183229813665 , 0.00662251655629 , 0.0 , 
0 , 0 , 0 , 0 , 0.25 , 0.142857142857 , 0.0833333333333 , 0.192180451128 , 0.198053546408 , 0.219777985606 , 0.305013214234 , 0.135828002986 , 0.215272328333 , 0.195652173913 , 0.397350993377 , 0.0 , 
0 , 0 , 0 , 0 , 0.25 , 0.142857142857 , 0.416666666667 , 0.199264828739 , 0.174196235847 , 0.240693490017 , 0.353311753498 , 0.129784701063 , 0.245381198717 , 0.229813664596 , 0.0596026490066 , 0.0 , 
0 , 0 , 0 , 0 , 0.5 , 0.0 , 0.166666666667 , 0.211261487051 , 0.234028855985 , 0.201480095962 , 0.141771322038 , 0.260285720051 , 0.156159290552 , 0.248447204969 , 0.0154525386313 , 0.0 , 
0 , 0 , 0 , 0 , 0.0 , 0.428571428571 , 0.25 , 0.209824561404 , 0.224940356724 , 0.152934778189 , 0.186259244842 , 0.120109364596 , 0.224026147177 , 0.142857142857 , 0.520971302428 , 0.0 , 
1 , 1 , 0 , 0 , 0.854545454545 , 0.0487804878049 , 0.2 , 0.4 , 0.353664860612 , 0.604321675485 , 0.141594756057 , 0.804661111011 , 0.300802332819 , 0.514336917563 , 0.4127843987 , 0.666666666667 , 
1 , 0 , 0 , 0 , 0.0545454545455 , 0.170731707317 , 0.266666666667 , 0.146784708249 , 0.157985086637 , 0.117825866081 , 0.257059685806 , 0.0575424323692 , 0.122899311921 , 0.136200716846 , 0.398699891658 , 0.0 , 
1 , 0 , 0 , 0 , 0.0181818181818 , 0.365853658537 , 0.0666666666667 , 0.171251509054 , 0.184181821433 , 0.112563841508 , 0.242553103219 , 0.0562855102984 , 0.157848963618 , 0.159498207885 , 0.0335861321777 , 0.333333333333 , 
1 , 0 , 0 , 0 , 0.0181818181818 , 0.219512195122 , 0.2 , 0.140732394366 , 0.153425245427 , 0.0876795036094 , 0.17580069698 , 0.0495389285864 , 0.236376968529 , 0.120071684588 , 0.0855904658722 , 0.0 , 
1 , 0 , 0 , 0 , 0.0545454545455 , 0.19512195122 , 0.266666666667 , 0.14123138833 , 0.150742985891 , 0.0776091133165 , 0.182991757938 , 0.0319720177349 , 0.182072423113 , 0.0698924731183 , 0.0693391115926 , 0.0 , 
0 , 0 , 0 , 0 , 0.285714285714 , 0.0967741935484 , 0.145454545455 , 0.193717554826 , 0.205677867903 , 0.187705402795 , 0.221879315454 , 0.118806933055 , 0.177115231672 , 0.194986072423 , 0.179459459459 , 0.0 , 
0 , 0 , 0 , 0 , 0.5 , 0.129032258065 , 0.290909090909 , 0.235988981884 , 0.227694090382 , 0.219701450078 , 0.252360745375 , 0.153971967924 , 0.243733052785 , 0.208913649025 , 0.0540540540541 , 0.5 , 
0 , 0 , 0 , 0 , 0.0 , 0.225806451613 , 0.0909090909091 , 0.184182646467 , 0.182358053302 , 0.186050951123 , 0.137557795631 , 0.285102564685 , 0.142585182263 , 0.256267409471 , 0.052972972973 , 0.0 , 
0 , 0 , 0 , 0 , 0.142857142857 , 0.258064516129 , 0.163636363636 , 0.193108380125 , 0.198001158749 , 0.216186676049 , 0.262424313581 , 0.122873174167 , 0.159349226925 , 0.172701949861 , 0.643783783784 , 0.5 , 
0 , 0 , 0 , 0 , 0.0714285714286 , 0.290322580645 , 0.309090909091 , 0.193002436699 , 0.186268829664 , 0.190355519954 , 0.125777829959 , 0.319245360169 , 0.277217306356 , 0.16713091922 , 0.0697297297297 , 0.0 , 
1 , 0 , 1 , 0 , 0.707317073171 , 0.0384615384615 , 0.25 , 0.3144697854 , 0.320988639689 , 0.562807474399 , 0.733926805143 , 0.241834278405 , 0.149145313024 , 0.411042944785 , 0.441636582431 , 1.0 , 
1 , 0 , 0 , 0 , 0.0731707317073 , 0.192307692308 , 0.0833333333333 , 0.16231929604 , 0.181365897784 , 0.116813879016 , 0.00489668590559 , 0.325259097364 , 0.200848732855 , 0.150306748466 , 0.00962695547533 , 0.0 , 
1 , 0 , 0 , 0 , 0.0487804878049 , 0.346153846154 , 0.166666666667 , 0.176169525007 , 0.165748796126 , 0.0631453003484 , 0.0385974065499 , 0.109188514106 , 0.217704307536 , 0.0950920245399 , 0.35138387485 , 0.0 , 
1 , 0 , 0 , 0 , 0.0731707317073 , 0.192307692308 , 0.166666666667 , 0.172218730358 , 0.16495064783 , 0.134799591794 , 0.12681383898 , 0.150785097747 , 0.223312006755 , 0.174846625767 , 0.168471720818 , 0.0 , 
1 , 0 , 0 , 0 , 0.0975609756098 , 0.230769230769 , 0.333333333333 , 0.174822663195 , 0.16694601857 , 0.122433754443 , 0.095765263421 , 0.172933012378 , 0.20898963983 , 0.168711656442 , 0.028880866426 , 0.0 , 
0 , 0 , 0 , 0 , 0.0909090909091 , 0.222222222222 , 0.19512195122 , 0.178484848485 , 0.181489990154 , 0.116984803121 , 0.0337269622374 , 0.234958393736 , 0.194096776494 , 0.142857142857 , 0.490909090909 , 0.0 , 
0 , 0 , 0 , 0 , 0.181818181818 , 0.277777777778 , 0.243902439024 , 0.194696969697 , 0.177223498523 , 0.253308083909 , 0.354104910427 , 0.110482039106 , 0.168208886036 , 0.178571428571 , 0.0618181818182 , 0.0 , 
0 , 0 , 0 , 0 , 0.181818181818 , 0.222222222222 , 0.170731707317 , 0.204666666667 , 0.196914998359 , 0.172294265988 , 0.200565472355 , 0.132226876848 , 0.25985950649 , 0.214285714286 , 0.0836363636364 , 0.0 , 
0 , 0 , 0 , 0 , 0.363636363636 , 0.111111111111 , 0.170731707317 , 0.213484848485 , 0.229734164752 , 0.251759116711 , 0.343939296301 , 0.121131873024 , 0.192411924119 , 0.178571428571 , 0.363636363636 , 0.666666666667 , 
0 , 0 , 0 , 0 , 0.181818181818 , 0.166666666667 , 0.219512195122 , 0.208666666667 , 0.214637348211 , 0.205653730272 , 0.0676633586802 , 0.401200817286 , 0.185422906861 , 0.285714285714 , 0.0 , 0.333333333333 , 
1 , 1 , 1 , 0 , 0.365079365079 , 0.116279069767 , 0.1875 , 0.272513813768 , 0.361488213576 , 0.419285568639 , 0.265607330003 , 0.514026308294 , 0.261462409592 , 0.345501955671 , 0.30512692882 , 0.179487179487 , 
1 , 0 , 0 , 0 , 0.174603174603 , 0.127906976744 , 0.375 , 0.175741504387 , 0.165918773076 , 0.134880460825 , 0.0286964997062 , 0.202472405814 , 0.220885229248 , 0.172099087353 , 0.118300978928 , 0.179487179487 , 
1 , 0 , 0 , 0 , 0.111111111111 , 0.302325581395 , 0.09375 , 0.169398268752 , 0.145186026697 , 0.0505709333741 , 0.0117197184007 , 0.0753260469574 , 0.244035397724 , 0.0795306388527 , 0.242906918865 , 0.153846153846 , 
